date,city,death,pm10,tempF,o3,dow,season
1989-05-26,balt,22,51.882352941,74.5,2.0276698415,Friday,Spring
1989-05-27,balt,15,NA,69.5,10.655331879,Saturday,Spring
1989-05-28,balt,25,-22.2361032,61.5,14.69618836,Sunday,Spring
1989-05-29,balt,22,NA,63.0,18.320609656,Monday,Spring
1989-05-30,balt,22,4.578313253,69.5,12.747018674,Tuesday,Spring
1989-05-31,balt,28,NA,76.5,5.0579888834,Wednesday,Spring
1989-06-01,balt,26,NA,80.5,27.563413602,Thursday,Spring
1989-06-02,balt,25,NA,80.0,23.247904341999998,Friday,Spring
1989-06-03,balt,21,7.7884886407,73.5,37.502649713,Saturday,Spring
1989-06-04,balt,26,NA,76.0,20.881237676,Sunday,Spring
1989-06-05,balt,15,NA,72.5,8.5348256386,Monday,Spring
1989-06-06,balt,16,NA,72.5,3.7229496322,Tuesday,Spring
1989-06-07,balt,23,-12.03797468,66.0,-3.059573516,Wednesday,Spring
1989-06-08,balt,13,NA,71.0,8.4195931507,Thursday,Spring
1989-06-09,balt,18,-9.943396226,72.5,-11.06734827,Friday,Spring
1989-06-10,balt,17,NA,72.0,19.897833891,Saturday,Spring
1989-06-11,balt,14,-10.19230769,67.0,12.571213521,Sunday,Spring
1989-06-12,balt,16,NA,65.5,11.317741299,Monday,Spring
1989-06-13,balt,12,NA,74.5,1.8659182025,Tuesday,Spring
1989-06-14,balt,19,NA,71.5,-2.738233368,Wednesday,Spring
1989-06-15,balt,21,0.4609803922,76.0,-2.523071331,Thursday,Spring
1989-06-16,balt,21,NA,75.5,-3.832534838,Friday,Spring
1989-06-17,balt,12,NA,72.5,10.647673495,Saturday,Spring
1989-06-18,balt,17,NA,72.0,21.277303125,Sunday,Spring
1989-06-19,balt,16,19.653333333,73.5,23.999872569,Monday,Spring
1989-06-20,balt,16,NA,73.0,0.771083318,Tuesday,Spring
1989-06-21,balt,23,-12.7851473,76.0,-4.443359114,Wednesday,Spring
1989-06-22,balt,20,NA,76.0,NA,Thursday,Spring
1989-06-23,balt,25,-8.465753425,77.0,NA,Friday,Spring
1989-06-24,balt,11,NA,75.5,NA,Saturday,Spring
1989-06-25,balt,17,NA,78.0,NA,Sunday,Spring
1989-06-26,balt,16,NA,82.5,NA,Monday,Spring
1989-06-27,balt,21,53.665843742,82.5,37.08936395,Tuesday,Spring
1989-06-28,balt,18,NA,75.5,17.543793664,Wednesday,Spring
1989-06-29,balt,17,NA,69.0,11.611501998,Thursday,Spring
1989-06-30,balt,22,NA,70.0,10.72853693,Friday,Spring
1989-07-01,balt,13,0.5652173913,69.5,39.140784405,Saturday,Summer
1989-07-02,balt,20,NA,74.0,41.829210331,Sunday,Summer
1989-07-03,balt,15,10.515555556,75.5,22.266015886,Monday,Summer
1989-07-04,balt,21,NA,75.5,5.8966871828,Tuesday,Summer
1989-07-05,balt,14,-23.73134328,76.0,-7.581437817,Wednesday,Summer
1989-07-06,balt,16,NA,77.0,-1.328843825,Thursday,Summer
1989-07-07,balt,21,NA,81.0,16.718742062,Friday,Summer
1989-07-08,balt,18,NA,76.5,19.302771774,Saturday,Summer
1989-07-09,balt,20,-6.600889782,75.5,17.265863696,Sunday,Summer
1989-07-10,balt,28,NA,81.0,26.861499722,Monday,Summer
1989-07-11,balt,22,NA,86.0,40.544972642,Tuesday,Summer
1989-07-12,balt,24,NA,77.0,15.378654165,Wednesday,Summer
1989-07-13,balt,19,NA,69.0,-9.284066355,Thursday,Summer
1989-07-14,balt,20,NA,72.5,9.8459243596,Friday,Summer
1989-07-15,balt,16,-10.80769231,72.5,19.408946644,Saturday,Summer
1989-07-16,balt,18,NA,69.5,27.410919717,Sunday,Summer
1989-07-17,balt,19,NA,71.0,19.753538101,Monday,Summer
1989-07-18,balt,13,NA,72.5,23.692140701,Tuesday,Summer
1989-07-19,balt,21,NA,72.5,9.2397636755,Wednesday,Summer
1989-07-20,balt,25,NA,77.5,9.7512997731,Thursday,Summer
1989-07-21,balt,20,2.0667307692,78.0,0.6327305126,Friday,Summer
1989-07-22,balt,17,NA,82.5,11.945310974,Saturday,Summer
1989-07-23,balt,17,NA,84.5,24.244473811,Sunday,Summer
1989-07-24,balt,25,NA,82.0,22.002602632,Monday,Summer
1989-07-25,balt,12,21.417910448,83.5,20.169750178,Tuesday,Summer
1989-07-26,balt,16,NA,81.5,15.38565572,Wednesday,Summer
1989-07-27,balt,23,26.924423077,79.0,22.394376641,Thursday,Summer
1989-07-28,balt,28,NA,78.5,17.023968933,Friday,Summer
1989-07-29,balt,19,-8.53030303,71.0,16.051935319,Saturday,Summer
1989-07-30,balt,20,NA,68.5,14.853237726,Sunday,Summer
1989-07-31,balt,21,NA,66.5,3.4495348866,Monday,Summer
1989-08-01,balt,17,NA,73.0,9.4115656746,Tuesday,Summer
1989-08-02,balt,19,5.2880769231,72.5,0.1719675128,Wednesday,Summer
1989-08-03,balt,27,NA,77.5,31.807915912,Thursday,Summer
1989-08-04,balt,22,NA,81.5,27.898850364,Friday,Summer
1989-08-05,balt,16,NA,83.5,27.411872408,Saturday,Summer
1989-08-06,balt,10,NA,83.5,22.165412229,Sunday,Summer
1989-08-07,balt,24,NA,74.0,5.1332059717,Monday,Summer
1989-08-08,balt,20,-9.362734134,65.5,6.9761789676,Tuesday,Summer
1989-08-09,balt,13,NA,65.0,2.0033090734,Wednesday,Summer
1989-08-10,balt,21,11.969230769,67.0,13.120134398,Thursday,Summer
1989-08-11,balt,16,NA,65.5,5.6704590868,Friday,Summer
1989-08-12,balt,18,NA,69.0,-9.224364888,Saturday,Summer
1989-08-13,balt,26,NA,76.5,10.586272655,Sunday,Summer
1989-08-14,balt,21,15.449662554,75.5,-5.955134154,Monday,Summer
1989-08-15,balt,17,NA,74.5,-9.072068094,Tuesday,Summer
1989-08-16,balt,18,NA,78.0,16.344506447,Wednesday,Summer
1989-08-17,balt,19,NA,77.0,24.427862228,Thursday,Summer
1989-08-18,balt,22,-3.830769231,71.0,-1.129764855,Friday,Summer
1989-08-19,balt,13,NA,69.5,-7.02458065,Saturday,Summer
1989-08-20,balt,18,6.5055769231,75.5,10.061872579,Sunday,Summer
1989-08-21,balt,20,NA,78.0,2.8597552639,Monday,Summer
1989-08-22,balt,21,12.15625,77.5,11.419636196,Tuesday,Summer
1989-08-23,balt,16,NA,81.5,10.573154161,Wednesday,Summer
1989-08-24,balt,23,NA,73.5,10.814193978,Thursday,Summer
1989-08-25,balt,17,NA,70.0,8.1203389224,Friday,Summer
1989-08-26,balt,20,4.4117647059,72.0,9.6652462315,Saturday,Summer
1989-08-27,balt,21,NA,73.0,24.915764245,Sunday,Summer
1989-08-28,balt,20,NA,78.0,10.248570631,Monday,Summer
1989-08-29,balt,22,NA,77.5,3.9432296344,Tuesday,Summer
1989-08-30,balt,22,1.09375,78.5,11.022032049,Wednesday,Summer
1989-08-31,balt,15,NA,71.5,11.041810987,Thursday,Summer
1989-09-01,balt,22,15.461964286,73.5,17.962591701,Friday,Summer
1989-09-02,balt,15,NA,75.0,12.203223216,Saturday,Summer
1989-09-03,balt,18,-25.85714286,68.0,4.5879557689,Sunday,Summer
1989-09-04,balt,17,NA,66.5,8.1603178989,Monday,Summer
1989-09-05,balt,20,NA,66.0,0.8053243007,Tuesday,Summer
1989-09-06,balt,22,NA,70.0,-1.724431931,Wednesday,Summer
1989-09-07,balt,15,27.792698413,70.5,2.2446716447,Thursday,Summer
1989-09-08,balt,13,NA,71.5,3.5275993387,Friday,Summer
1989-09-09,balt,18,NA,76.0,25.013427668,Saturday,Summer
1989-09-10,balt,19,NA,79.5,7.3257667756,Sunday,Summer
1989-09-11,balt,18,28.476190476,80.0,6.4592396926,Monday,Summer
1989-09-12,balt,25,NA,73.5,-2.093287569,Tuesday,Summer
1989-09-13,balt,15,6.4,72.5,-7.141734914,Wednesday,Summer
1989-09-14,balt,21,NA,77.0,-5.431488889,Thursday,Summer
1989-09-15,balt,17,-5.14516129,76.5,-4.672275468,Friday,Summer
1989-09-16,balt,26,NA,70.0,-6.000108251,Saturday,Summer
1989-09-17,balt,18,NA,72.5,-0.22329307,Sunday,Summer
1989-09-18,balt,23,NA,65.5,0.0870754672,Monday,Summer
1989-09-19,balt,15,-24.67735969,63.0,-12.48192056,Tuesday,Summer
1989-09-20,balt,27,NA,72.5,-17.0752924,Wednesday,Summer
1989-09-21,balt,15,NA,80.5,-13.76444555,Thursday,Summer
1989-09-22,balt,19,NA,78.0,-10.90670054,Friday,Summer
1989-09-23,balt,14,-21.85483871,66.5,-6.484217851,Saturday,Summer
1989-09-24,balt,20,NA,52.0,-3.002547626,Sunday,Summer
1989-09-25,balt,21,-5.594859694,53.5,-13.45386776,Monday,Summer
1989-09-26,balt,21,NA,65.0,8.3731399432,Tuesday,Summer
1989-09-27,balt,12,-19.73770492,56.0,-5.557965667,Wednesday,Summer
1989-09-28,balt,16,NA,53.5,-7.386898561,Thursday,Summer
1989-09-29,balt,16,NA,61.5,-11.88181055,Friday,Summer
1989-09-30,balt,23,NA,63.5,-3.25500116,Saturday,Summer
1989-10-01,balt,19,-16.51803571,62.5,-4.781975568,Sunday,Autumn
1989-10-02,balt,22,NA,68.0,-15.55315269,Monday,Autumn
1989-10-03,balt,24,NA,64.5,-6.592236486,Tuesday,Autumn
1989-10-04,balt,15,NA,52.0,-3.97727499,Wednesday,Autumn
1989-10-05,balt,18,NA,56.0,-8.918467638,Thursday,Autumn
1989-10-06,balt,19,NA,61.0,-11.86410117,Friday,Autumn
1989-10-07,balt,13,-18.01803571,53.0,-8.933594151,Saturday,Autumn
1989-10-08,balt,13,NA,47.5,-9.593886651,Sunday,Autumn
1989-10-09,balt,17,-8.6,47.0,-6.914969303,Monday,Autumn
1989-10-10,balt,32,NA,49.5,-6.090849391,Tuesday,Autumn
1989-10-11,balt,24,NA,55.0,-7.226988004,Wednesday,Autumn
1989-10-12,balt,18,NA,59.5,-6.600887894,Thursday,Autumn
1989-10-13,balt,23,39.014578634,67.5,0.936091347,Friday,Autumn
1989-10-14,balt,26,NA,67.0,2.2997152094,Saturday,Autumn
1989-10-15,balt,19,NA,72.0,1.4714698849,Sunday,Autumn
1989-10-16,balt,21,NA,70.5,-8.102022247,Monday,Autumn
1989-10-17,balt,26,46.066666667,68.0,-16.93111144,Tuesday,Autumn
1989-10-18,balt,22,NA,56.5,-17.43543331,Wednesday,Autumn
1989-10-19,balt,18,-26.84392857,51.0,-14.10107759,Thursday,Autumn
1989-10-20,balt,20,NA,50.5,-15.33072555,Friday,Autumn
1989-10-21,balt,20,NA,45.5,-7.861941174,Saturday,Autumn
1989-10-22,balt,17,NA,53.5,-5.117441724,Sunday,Autumn
1989-10-23,balt,18,NA,51.5,-13.68386087,Monday,Autumn
1989-10-24,balt,24,NA,52.5,-13.96961444,Tuesday,Autumn
1989-10-25,balt,17,35.270727273,55.5,-10.64460694,Wednesday,Autumn
1989-10-26,balt,23,NA,61.5,-4.754122892,Thursday,Autumn
1989-10-27,balt,22,NA,61.0,-7.731983178,Friday,Autumn
1989-10-28,balt,25,NA,63.0,-5.532588238,Saturday,Autumn
1989-10-29,balt,17,NA,61.0,-9.838556335,Sunday,Autumn
1989-10-30,balt,21,NA,59.0,-8.605057985,Monday,Autumn
1989-10-31,balt,25,-10.35803571,63.5,-4.214681448,Tuesday,Autumn
1989-11-01,balt,21,NA,51.0,-5.67726575,Wednesday,Autumn
1989-11-02,balt,13,NA,47.5,-13.7108191,Thursday,Autumn
1989-11-03,balt,19,NA,44.5,-12.72512054,Friday,Autumn
1989-11-04,balt,24,NA,40.0,-12.14825035,Saturday,Autumn
1989-11-05,balt,26,NA,47.0,-5.963156839,Sunday,Autumn
1989-11-06,balt,22,7.7849404762,56.0,-11.09599512,Monday,Autumn
1989-11-07,balt,24,NA,50.0,-16.13379176,Tuesday,Autumn
1989-11-08,balt,26,NA,53.0,-15.97482586,Wednesday,Autumn
1989-11-09,balt,22,NA,57.5,-11.55980936,Thursday,Autumn
1989-11-10,balt,22,-22.84745763,46.5,-9.956751773,Friday,Autumn
1989-11-11,balt,28,NA,44.5,-13.29764836,Saturday,Autumn
1989-11-12,balt,17,0.4292727273,53.5,-4.729991597,Sunday,Autumn
1989-11-13,balt,25,NA,49.0,-14.19066266,Monday,Autumn
1989-11-14,balt,35,1.0689655172,63.0,-13.77290601,Tuesday,Autumn
1989-11-15,balt,18,NA,65.5,-8.304863005,Wednesday,Autumn
1989-11-16,balt,23,NA,52.5,-4.752266985,Thursday,Autumn
1989-11-17,balt,32,NA,38.0,-8.986440946,Friday,Autumn
1989-11-18,balt,22,-12.84803571,38.5,-9.670709372,Saturday,Autumn
1989-11-19,balt,19,NA,34.0,-11.9389987,Sunday,Autumn
1989-11-20,balt,15,NA,53.0,-7.696836985,Monday,Autumn
1989-11-21,balt,31,NA,38.0,2.266793617,Tuesday,Autumn
1989-11-22,balt,21,NA,30.0,-9.339576259,Wednesday,Autumn
1989-11-23,balt,24,NA,28.5,-6.000204822,Thursday,Autumn
1989-11-24,balt,20,-12.75598214,27.5,-11.47435224,Friday,Autumn
1989-11-25,balt,23,NA,35.0,-15.46128843,Saturday,Autumn
1989-11-26,balt,23,NA,49.0,-14.80603541,Sunday,Autumn
1989-11-27,balt,21,NA,42.0,-16.11104091,Monday,Autumn
1989-11-28,balt,24,NA,54.0,-11.14349415,Tuesday,Autumn
1989-11-29,balt,19,NA,34.0,-6.809060708,Wednesday,Autumn
1989-11-30,balt,27,-8.044456454,33.0,-12.46265759,Thursday,Autumn
1989-12-01,balt,21,NA,35.0,-15.667331860000001,Friday,Autumn
1989-12-02,balt,25,NA,39.5,-14.02885551,Saturday,Autumn
1989-12-03,balt,16,NA,31.5,4.8070905815,Sunday,Autumn
1989-12-04,balt,27,NA,26.0,-4.701710299,Monday,Autumn
1989-12-05,balt,26,NA,34.0,-16.89674409,Tuesday,Autumn
1989-12-06,balt,28,34.601964286,40.0,-17.13951837,Wednesday,Autumn
1989-12-07,balt,31,NA,39.0,-7.837813195,Thursday,Autumn
1989-12-08,balt,21,NA,25.5,-8.417708684,Friday,Autumn
1989-12-09,balt,14,NA,21.5,-8.055975772,Saturday,Autumn
1989-12-10,balt,26,NA,25.0,-14.67685036,Sunday,Autumn
1989-12-11,balt,15,NA,27.5,-16.54882506,Monday,Autumn
1989-12-12,balt,25,11.601964286,32.5,-17.66264715,Tuesday,Autumn
1989-12-13,balt,15,NA,28.5,-14.15011888,Wednesday,Autumn
1989-12-14,balt,17,NA,22.0,-16.63693006,Thursday,Autumn
1989-12-15,balt,20,NA,24.5,-17.05382252,Friday,Autumn
1989-12-16,balt,29,NA,20.0,-7.439233119,Saturday,Autumn
1989-12-17,balt,23,NA,14.5,-12.75097679,Sunday,Autumn
1989-12-18,balt,25,4.5171929825,20.0,-14.50496469,Monday,Autumn
1989-12-19,balt,16,NA,16.5,-18.54828152,Tuesday,Autumn
1989-12-20,balt,23,NA,22.0,-15.54605141,Wednesday,Autumn
1989-12-21,balt,27,NA,18.5,-13.28133744,Thursday,Autumn
1989-12-22,balt,21,NA,10.5,-10.25272558,Friday,Autumn
1989-12-23,balt,19,NA,14.0,-9.405722111,Saturday,Autumn
1989-12-24,balt,25,-18.39803571,16.0,-5.160115176,Sunday,Autumn
1989-12-25,balt,20,NA,18.0,-17.18972392,Monday,Autumn
1989-12-26,balt,35,NA,26.5,-11.7526164,Tuesday,Autumn
1989-12-27,balt,18,NA,15.5,-13.49354024,Wednesday,Autumn
1989-12-28,balt,33,NA,29.5,-16.04102401,Thursday,Autumn
1989-12-29,balt,24,NA,28.0,-17.83025561,Friday,Autumn
1989-12-30,balt,24,8.36,35.0,-19.13514296,Saturday,Autumn
1989-12-31,balt,24,NA,36.0,-19.18875948,Sunday,Autumn
1990-01-01,balt,24,NA,40.0,-7.407644764,Monday,Winter
1990-01-02,balt,23,NA,35.5,-14.53737961,Tuesday,Winter
1990-01-03,balt,27,NA,37.5,-18.82065883,Wednesday,Winter
1990-01-04,balt,30,NA,40.0,NA,Thursday,Winter
1990-01-05,balt,22,-5.361612049,44.5,-15.44203493,Friday,Winter
1990-01-06,balt,34,NA,42.5,-16.89888017,Saturday,Winter
1990-01-07,balt,25,NA,33.5,-18.40023298,Sunday,Winter
1990-01-08,balt,25,NA,33.0,-19.31554684,Monday,Winter
1990-01-09,balt,29,NA,37.5,-17.35283247,Tuesday,Winter
1990-01-10,balt,22,NA,44.0,-14.47074399,Wednesday,Winter
1990-01-11,balt,27,-2.717017544,41.5,-15.61481867,Thursday,Winter
1990-01-12,balt,21,NA,38.0,-4.102643345,Friday,Winter
1990-01-13,balt,25,NA,30.5,-3.754293778,Saturday,Winter
1990-01-14,balt,27,NA,34.5,-13.569634690000001,Sunday,Winter
1990-01-15,balt,27,NA,42.0,-18.78432625,Monday,Winter
1990-01-16,balt,28,NA,47.5,-18.92258382,Tuesday,Winter
1990-01-17,balt,29,52.162093254,51.5,NA,Wednesday,Winter
1990-01-18,balt,31,NA,59.5,NA,Thursday,Winter
1990-01-19,balt,17,NA,42.5,NA,Friday,Winter
1990-01-20,balt,22,NA,38.5,NA,Saturday,Winter
1990-01-21,balt,19,NA,48.5,NA,Sunday,Winter
1990-01-22,balt,24,NA,41.5,NA,Monday,Winter
1990-01-23,balt,32,-1.625268757,43.0,NA,Tuesday,Winter
1990-01-24,balt,22,NA,52.0,NA,Wednesday,Winter
1990-01-25,balt,28,NA,51.5,NA,Thursday,Winter
1990-01-26,balt,20,NA,43.5,NA,Friday,Winter
1990-01-27,balt,29,NA,38.5,NA,Saturday,Winter
1990-01-28,balt,21,NA,47.0,NA,Sunday,Winter
1990-01-29,balt,18,-19.74287751,42.5,NA,Monday,Winter
1990-01-30,balt,15,NA,43.5,NA,Tuesday,Winter
1990-01-31,balt,29,NA,42.5,NA,Wednesday,Winter
1990-02-01,balt,28,NA,43.5,NA,Thursday,Winter
1990-02-02,balt,18,NA,52.5,NA,Friday,Winter
1990-02-03,balt,28,NA,44.5,NA,Saturday,Winter
1990-02-04,balt,17,-22.39803571,40.5,NA,Sunday,Winter
1990-02-05,balt,28,NA,37.0,NA,Monday,Winter
1990-02-06,balt,28,NA,46.0,NA,Tuesday,Winter
1990-02-07,balt,22,NA,49.0,NA,Wednesday,Winter
1990-02-08,balt,16,NA,46.0,NA,Thursday,Winter
1990-02-09,balt,25,NA,51.0,NA,Friday,Winter
1990-02-10,balt,22,-19.17471735,49.5,NA,Saturday,Winter
1990-02-11,balt,18,NA,37.5,NA,Sunday,Winter
1990-02-12,balt,29,NA,40.0,NA,Monday,Winter
1990-02-13,balt,18,NA,46.5,NA,Tuesday,Winter
1990-02-14,balt,22,NA,57.5,NA,Wednesday,Winter
1990-02-15,balt,22,NA,44.0,NA,Thursday,Winter
1990-02-16,balt,19,-11.09259259,56.0,NA,Friday,Winter
1990-02-17,balt,19,NA,47.0,NA,Saturday,Winter
1990-02-18,balt,23,NA,32.5,NA,Sunday,Winter
1990-02-19,balt,20,NA,50.0,NA,Monday,Winter
1990-02-20,balt,24,NA,36.0,NA,Tuesday,Winter
1990-02-21,balt,24,NA,36.5,NA,Wednesday,Winter
1990-02-22,balt,21,-8.41509434,46.5,NA,Thursday,Winter
1990-02-23,balt,24,NA,55.5,NA,Friday,Winter
1990-02-24,balt,22,NA,39.5,NA,Saturday,Winter
1990-02-25,balt,19,NA,24.5,NA,Sunday,Winter
1990-02-26,balt,20,NA,21.0,NA,Monday,Winter
1990-02-27,balt,21,NA,27.5,NA,Tuesday,Winter
1990-02-28,balt,19,-6.056603774,37.5,NA,Wednesday,Winter
1990-03-01,balt,23,NA,36.5,NA,Thursday,Winter
1990-03-02,balt,29,NA,38.5,NA,Friday,Winter
1990-03-03,balt,23,NA,51.0,NA,Saturday,Winter
1990-03-04,balt,20,NA,34.0,NA,Sunday,Winter
1990-03-05,balt,26,NA,36.5,NA,Monday,Winter
1990-03-06,balt,25,-0.338118122,38.0,NA,Tuesday,Winter
1990-03-07,balt,23,NA,28.0,NA,Wednesday,Winter
1990-03-08,balt,22,NA,32.5,NA,Thursday,Winter
1990-03-09,balt,24,NA,46.0,NA,Friday,Winter
1990-03-10,balt,23,NA,52.0,NA,Saturday,Winter
1990-03-11,balt,21,NA,55.5,NA,Sunday,Winter
1990-03-12,balt,26,27.258574271,67.0,NA,Monday,Winter
1990-03-13,balt,24,NA,73.0,NA,Tuesday,Winter
1990-03-14,balt,29,NA,67.5,-8.216286889,Wednesday,Winter
1990-03-15,balt,30,NA,66.5,-8.414655385,Thursday,Winter
1990-03-16,balt,30,NA,67.0,-13.52342162,Friday,Winter
1990-03-17,balt,14,NA,61.5,-9.713762528,Saturday,Winter
1990-03-18,balt,17,-22.06176296,54.5,9.2846140956,Sunday,Winter
1990-03-19,balt,25,NA,50.0,-3.498800407,Monday,Winter
1990-03-20,balt,30,NA,37.5,0.8216341408,Tuesday,Winter
1990-03-21,balt,16,NA,44.0,1.5568002428,Wednesday,Winter
1990-03-22,balt,19,NA,50.0,0.1765242688,Thursday,Winter
1990-03-23,balt,18,NA,56.0,7.6555380087,Friday,Winter
1990-03-24,balt,12,-21.19944889,37.5,-0.527362424,Saturday,Winter
1990-03-25,balt,23,NA,39.5,-10.81913254,Sunday,Winter
1990-03-26,balt,17,NA,42.0,0.2426910517,Monday,Winter
1990-03-27,balt,24,NA,38.5,2.0116304457,Tuesday,Winter
1990-03-28,balt,27,NA,39.5,-6.077678796,Wednesday,Winter
1990-03-29,balt,22,NA,45.0,-5.958631177,Thursday,Winter
1990-03-30,balt,18,-23.29266192,42.5,0.9711577843,Friday,Winter
1990-03-31,balt,16,NA,44.0,-16.03492988,Saturday,Winter
1990-04-01,balt,26,NA,49.5,-12.35610925,Sunday,Spring
1990-04-02,balt,23,NA,52.0,-7.9729923640000004,Monday,Spring
1990-04-03,balt,21,NA,48.0,-3.686736953,Tuesday,Spring
1990-04-04,balt,16,NA,42.5,-7.404557628,Wednesday,Spring
1990-04-05,balt,25,-7.09998006,53.0,-7.537932573,Thursday,Spring
1990-04-06,balt,24,NA,43.0,-14.13360973,Friday,Spring
1990-04-07,balt,23,NA,40.0,0.6767623997,Saturday,Spring
1990-04-08,balt,14,NA,40.5,-0.477171901,Sunday,Spring
1990-04-09,balt,25,NA,46.5,7.4972712074,Monday,Spring
1990-04-10,balt,33,NA,58.0,1.695991007,Tuesday,Spring
1990-04-11,balt,14,-16.98039216,53.5,-1.341887781,Wednesday,Spring
1990-04-12,balt,21,NA,41.5,-8.336476525,Thursday,Spring
1990-04-13,balt,11,NA,39.5,-8.764303906,Friday,Spring
1990-04-14,balt,22,NA,48.0,8.0694352711,Saturday,Spring
1990-04-15,balt,20,NA,58.5,2.812197717,Sunday,Spring
1990-04-16,balt,23,NA,55.5,3.5370000885,Monday,Spring
1990-04-17,balt,16,-11.95445348,57.0,-0.796203845,Tuesday,Spring
1990-04-18,balt,17,NA,46.0,-0.612105206,Wednesday,Spring
1990-04-19,balt,19,NA,47.5,-1.767611158,Thursday,Spring
1990-04-20,balt,20,NA,57.0,4.5248671968,Friday,Spring
1990-04-21,balt,21,NA,60.5,-10.98899915,Saturday,Spring
1990-04-22,balt,29,NA,60.0,9.9004083224,Sunday,Spring
1990-04-23,balt,22,5.4372131831,65.0,3.1251107033,Monday,Spring
1990-04-24,balt,9,NA,62.0,9.4996372185,Tuesday,Spring
1990-04-25,balt,20,NA,65.0,-8.537226959,Wednesday,Spring
1990-04-26,balt,24,NA,79.5,8.6144234739,Thursday,Spring
1990-04-27,balt,24,NA,77.0,-13.18529244,Friday,Spring
1990-04-28,balt,17,NA,77.0,18.747421781,Saturday,Spring
1990-04-29,balt,20,-10.32322034,63.5,6.4050245948,Sunday,Spring
1990-04-30,balt,20,NA,58.5,-2.574747897,Monday,Spring
1990-05-01,balt,20,NA,63.5,0.8611287262,Tuesday,Spring
1990-05-02,balt,26,NA,64.0,15.544117386,Wednesday,Spring
1990-05-03,balt,14,NA,57.5,-0.872772789,Thursday,Spring
1990-05-04,balt,15,NA,56.0,5.5588581153,Friday,Spring
1990-05-05,balt,24,-8.735849057,63.5,2.439878137,Saturday,Spring
1990-05-06,balt,27,NA,58.0,15.003618216,Sunday,Spring
1990-05-07,balt,19,NA,60.5,4.1578566409,Monday,Spring
1990-05-08,balt,20,NA,66.0,-0.456320848,Tuesday,Spring
1990-05-09,balt,26,NA,67.5,1.675873613,Wednesday,Spring
1990-05-10,balt,19,NA,63.5,-1.817091755,Thursday,Spring
1990-05-11,balt,21,-8.991186441,57.0,6.2498842943,Friday,Spring
1990-05-12,balt,22,NA,52.5,4.8839363835,Saturday,Spring
1990-05-13,balt,22,NA,64.5,-1.123639374,Sunday,Spring
1990-05-14,balt,28,NA,65.5,11.730662574,Monday,Spring
1990-05-15,balt,18,NA,63.5,14.179457826,Tuesday,Spring
1990-05-16,balt,16,NA,71.5,3.2766002673,Wednesday,Spring
1990-05-17,balt,27,1.4842959583,74.0,5.497497124,Thursday,Spring
1990-05-18,balt,14,NA,66.0,11.907640875,Friday,Spring
1990-05-19,balt,17,NA,63.0,9.9183281046,Saturday,Spring
1990-05-20,balt,20,NA,69.0,16.20593633,Sunday,Spring
1990-05-21,balt,17,NA,58.5,-11.89565999,Monday,Spring
1990-05-22,balt,29,NA,56.0,-5.51376064,Tuesday,Spring
1990-05-23,balt,23,-14.71186441,58.5,0.07459575,Wednesday,Spring
1990-05-24,balt,14,NA,63.0,-2.794046025,Thursday,Spring
1990-05-25,balt,23,NA,62.5,4.2292223734,Friday,Spring
1990-05-26,balt,19,NA,63.5,8.8611217241,Saturday,Spring
1990-05-27,balt,22,NA,61.5,12.245120877,Sunday,Spring
1990-05-28,balt,17,NA,62.5,4.2456620026,Monday,Spring
1990-05-29,balt,25,-23.69491525,57.5,-8.096954251,Tuesday,Spring
1990-05-30,balt,17,NA,62.5,3.4677778921,Wednesday,Spring
1990-05-31,balt,16,NA,61.0,-0.476486177,Thursday,Spring
1990-06-01,balt,25,NA,66.0,4.9387688576,Friday,Spring
1990-06-02,balt,13,NA,73.0,16.938295373,Saturday,Spring
1990-06-03,balt,19,NA,75.5,7.7073024074,Sunday,Spring
1990-06-04,balt,24,-3.418335901,66.0,-12.51482963,Monday,Spring
1990-06-05,balt,15,NA,60.0,-1.460949404,Tuesday,Spring
1990-06-06,balt,21,NA,68.5,13.51092089,Wednesday,Spring
1990-06-07,balt,26,NA,75.0,11.759453381,Thursday,Spring
1990-06-08,balt,25,NA,74.0,4.1707860963,Friday,Spring
1990-06-09,balt,25,NA,80.0,2.910504711,Saturday,Spring
1990-06-10,balt,20,-10.16071429,74.0,9.3501692132,Sunday,Spring
1990-06-11,balt,22,NA,67.0,2.4264679145,Monday,Spring
1990-06-12,balt,22,NA,67.5,1.3915153218,Tuesday,Spring
1990-06-13,balt,16,NA,66.5,6.2943753047,Wednesday,Spring
1990-06-14,balt,21,NA,72.5,17.314308723,Thursday,Spring
1990-06-15,balt,23,NA,67.5,18.222326203,Friday,Spring
1990-06-16,balt,19,11.181385668,71.5,20.944365859,Saturday,Spring
1990-06-17,balt,30,NA,74.5,12.748207851,Sunday,Spring
1990-06-18,balt,23,NA,76.5,6.1999800367,Monday,Spring
1990-06-19,balt,22,NA,76.0,5.2824958,Tuesday,Spring
1990-06-20,balt,25,NA,71.5,5.4944876125,Wednesday,Spring
1990-06-21,balt,21,NA,79.0,11.329579604,Thursday,Spring
1990-06-22,balt,11,10.099891814,76.5,11.670623976,Friday,Spring
1990-06-23,balt,21,NA,76.5,5.3718550367,Saturday,Spring
1990-06-24,balt,18,NA,70.0,5.510450816,Sunday,Spring
1990-06-25,balt,16,NA,69.0,2.3210568766,Monday,Spring
